observation_id,run_id,scraped_at,platform,city,zone_type,address_id,address_label,latitude,longitude,store_id,store_name,product_canonical,product_raw_name,product_price,product_price_final,delivery_fee,service_fee,eta_min,eta_max,promo_present,promo_description,store_available,currency,capture_error
1136b81e18dd4772934ca8e0573364a9,run_20260421_051151,2026-04-21T05:11:55.020537+00:00,rappi,cdmx,premium,cdmx_polanco_01,"Av. Presidente Masaryk 111, Polanco",19.4326,-99.1962,1923762729,Mc Donalds Polanco ,big_mac,Big Mac,145.0,145.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
8baf037585ba4909afee5497b0363c32,run_20260421_051151,2026-04-21T05:11:55.020537+00:00,rappi,cdmx,premium,cdmx_polanco_01,"Av. Presidente Masaryk 111, Polanco",19.4326,-99.1962,1923762729,Mc Donalds Polanco ,happy_meal,Cajita Feliz Hamburguesa sin Queso,145.0,145.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
e0db9a60bd9d45979f2fb33557927b6d,run_20260421_051151,2026-04-21T05:11:55.020537+00:00,rappi,cdmx,premium,cdmx_polanco_01,"Av. Presidente Masaryk 111, Polanco",19.4326,-99.1962,1923762729,Mc Donalds Polanco ,mcnuggets_10,McNuggets de Pollo 10 pzas,155.0,155.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
c7d8b87deecf4274ab7e5b6287302011,run_20260421_051151,2026-04-21T05:12:01.415964+00:00,rappi,cdmx,premium,cdmx_condesa_01,"Av. Tamaulipas 141, Condesa",19.4134,-99.176,1306703465,McDonald's - Zona Rosa,big_mac,Big Mac,125.0,125.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
9fa5f44bcce74e67a3acaabaa49cbc60,run_20260421_051151,2026-04-21T05:12:01.415964+00:00,rappi,cdmx,premium,cdmx_condesa_01,"Av. Tamaulipas 141, Condesa",19.4134,-99.176,1306703465,McDonald's - Zona Rosa,happy_meal,Cajita Feliz Hamburguesa sin Queso,135.0,135.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
a1d9cb2a12674c99b954b9b0ae0da113,run_20260421_051151,2026-04-21T05:12:01.415964+00:00,rappi,cdmx,premium,cdmx_condesa_01,"Av. Tamaulipas 141, Condesa",19.4134,-99.176,1306703465,McDonald's - Zona Rosa,mcnuggets_10,McNuggets de Pollo 10 pzas,135.0,135.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
6351ad44cf634e06a7cec92eea3bfcb2,run_20260421_051151,2026-04-21T05:12:11.466076+00:00,rappi,cdmx,middle,cdmx_roma_01,"Av. Álvaro Obregón 185, Roma Norte",19.4155,-99.1645,1306703465,McDonald's - Zona Rosa,big_mac,Big Mac,125.0,125.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
89df866e14874ee6803bf669b30d6efe,run_20260421_051151,2026-04-21T05:12:11.466076+00:00,rappi,cdmx,middle,cdmx_roma_01,"Av. Álvaro Obregón 185, Roma Norte",19.4155,-99.1645,1306703465,McDonald's - Zona Rosa,happy_meal,Cajita Feliz Hamburguesa sin Queso,135.0,135.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
9e69f3c38af3465ba2ca2fdc47132fed,run_20260421_051151,2026-04-21T05:12:11.466076+00:00,rappi,cdmx,middle,cdmx_roma_01,"Av. Álvaro Obregón 185, Roma Norte",19.4155,-99.1645,1306703465,McDonald's - Zona Rosa,mcnuggets_10,McNuggets de Pollo 10 pzas,135.0,135.0,,,12,12,True,Envio gratis en tu primera orden | Viral Deal (Mcdo),True,MXN,
52c0a57a38e9438782561d5135dba894,run_20260421_051151,2026-04-21T05:12:50.928745+00:00,ubereats,cdmx,premium,cdmx_polanco_01,"Av. Presidente Masaryk 111, Polanco",19.4326,-99.1962,a08108e0-594d-4c9e-a2a0-e3a90be971b1,McDonald's (Plaza Galerías),happy_meal,Cajita Feliz Hamburguesa sin Queso,135.0,135.0,,,25,43,False,,True,MXN,
